date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:20:45	42766/42766	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/lib/owlcarousel/owl.carousel.min.js	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/lib/owlcarousel/owl.carousel.min.js	(from https://www.hminterio.in/)
09:20:46	326657/326657	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/lib/tempusdominus/js/moment.min.js	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/lib/tempusdominus/js/moment.min.js	(from https://www.hminterio.in/)
09:20:47	32832/32832	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/lib/tempusdominus/js/moment-timezone.min.js	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/lib/tempusdominus/js/moment-timezone.min.js	(from https://www.hminterio.in/)
09:20:47	56879/56879	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	(from https://www.hminterio.in/)
09:20:47	1815/1815	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/js/main.js	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/js/main.js	(from https://www.hminterio.in/)
09:20:48	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/JRDesigens/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
09:20:48	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/My%20Web%20Sites/JRDesigens/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
09:20:49	4976/4976	---M-Z	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/lib/owlcarousel/assets/owl.video.play.png	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/lib/owlcarousel/assets/owl.video.play.png	(from https://www.hminterio.in/lib/owlcarousel/assets/owl.carousel.min.css)
09:20:50	89220/89220	---M-Z	200	added ('OK')	text/css	etag:%22620188b3-468e%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0/css/all.min.css	C:/My%20Web%20Sites/JRDesigens/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0/css/all.min.css	(from https://www.hminterio.in/team.html)
09:20:50	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
